"Código
Concelho";"Designação
Concelho";Código;Freguesias antes da Reorganização;Alteração;"Código
Novo";Freguesias - Reorganização de 2013;
1301;AMARANTE;130125;Olo;Junção;130146;União das freguesias de Olo e Canadelo;
1301;AMARANTE;130104;Ataíde;Junção;130147;União das freguesias de Real, Ataíde e Oliveira;
1301;AMARANTE;130124;Oliveira;Junção;130147;União das freguesias de Real, Ataíde e Oliveira;
1301;AMARANTE;130127;Real;Junção;130147;União das freguesias de Real, Ataíde e Oliveira;
1301;AMARANTE;130102;Aboim;Junção;130148;União das freguesias de Vila Garcia, Aboim e Chapa;
1301;AMARANTE;130111;Chapa;Junção;130148;União das freguesias de Vila Garcia, Aboim e Chapa;
1301;AMARANTE;130140;Vila Garcia;Junção;130148;União das freguesias de Vila Garcia, Aboim e Chapa;
1302;BAIAO;130204;Frende;;130204;Frende;
1302;BAIAO;130205;Gestaçô;;130205;Gestaçô;
1302;BAIAO;130206;Gove;;130206;Gove;
1302;BAIAO;130207;Grilo;;130207;Grilo;
1302;BAIAO;130208;Loivos do Monte;;130208;Loivos do Monte;
1302;BAIAO;130215;Santa Marinha do Zêzere;;130215;Santa Marinha do Zêzere;
1302;BAIAO;130219;Valadares;;130219;Valadares;
1302;BAIAO;130220;Viariz;;130220;Viariz;
1302;BAIAO;130201;Ancede;Junção;130221;União das freguesias de Ancede e Ribadouro;
1302;BAIAO;130212;Ribadouro;Junção;130221;União das freguesias de Ancede e Ribadouro;
1302;BAIAO;130210;Mesquinhata;Junção;130222;União das freguesias de Baião (Santa Leocádia) e Mesquinhata;
1302;BAIAO;130214;Baião (Santa Leocádia);Junção;130222;União das freguesias de Baião (Santa Leocádia) e Mesquinhata;
1302;BAIAO;130202;Campelo;Junção;130223;União das freguesias de Campelo e Ovil;
1302;BAIAO;130211;Ovil;Junção;130223;União das freguesias de Campelo e Ovil;
1302;BAIAO;130209;Loivos da Ribeira;Junção;130224;União das freguesias de Loivos da Ribeira e Tresouras;
1302;BAIAO;130218;Tresouras;Junção;130224;União das freguesias de Loivos da Ribeira e Tresouras;
1302;BAIAO;130203;São Tomé de Covelas;Junção;130225;União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;
1302;BAIAO;130213;Santa Cruz do Douro;Junção;130225;União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;
1302;BAIAO;130216;Teixeira;Junção;130226;União das freguesias de Teixeira e Teixeiró;
1302;BAIAO;130217;Teixeiró;Junção;130226;União das freguesias de Teixeira e Teixeiró;
1303;FELGUEIRAS;130301;Aião;;130301;Aião;
1303;FELGUEIRAS;130302;Airães;;130302;Airães;
1303;FELGUEIRAS;130305;Friande;;130305;Friande;
1303;FELGUEIRAS;130306;Idães;;130306;Idães;
1303;FELGUEIRAS;130307;Jugueiros;;130307;Jugueiros;
1303;FELGUEIRAS;130313;Penacova;;130313;Penacova;
1303;FELGUEIRAS;130314;Pinheiro;;130314;Pinheiro;
1303;FELGUEIRAS;130315;Pombeiro de Ribavizela;;130315;Pombeiro de Ribavizela;
1303;FELGUEIRAS;130317;Refontoura;;130317;Refontoura;
1303;FELGUEIRAS;130318;Regilde;;130318;Regilde;
1303;FELGUEIRAS;130319;Revinhade;;130319;Revinhade;
1303;FELGUEIRAS;130324;Sendim;;130324;Sendim;
1303;FELGUEIRAS;130304;Caramos;Junção;130334;União das freguesias de Macieira da Lixa e Caramos;
1303;FELGUEIRAS;130310;Macieira da Lixa;Junção;130334;União das freguesias de Macieira da Lixa e Caramos;
1303;FELGUEIRAS;130308;Lagares;Junção;130335;União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;
1303;FELGUEIRAS;130311;Moure;Junção;130335;União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;
1303;FELGUEIRAS;130320;Margaride (Santa Eulália);Junção;130335;União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;
1303;FELGUEIRAS;130329;Várzea;Junção;130335;União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;
1303;FELGUEIRAS;130330;Varziela;Junção;130335;União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;
1303;FELGUEIRAS;130312;Pedreira;Junção;130336;União das freguesias de Pedreira, Rande e Sernande;
1303;FELGUEIRAS;130316;Rande;Junção;130336;União das freguesias de Pedreira, Rande e Sernande;
1303;FELGUEIRAS;130325;Sernande;Junção;130336;União das freguesias de Pedreira, Rande e Sernande;
1303;FELGUEIRAS;130326;Sousa;Junção;130337;União das freguesias de Torrados e Sousa;
1303;FELGUEIRAS;130327;Torrados;Junção;130337;União das freguesias de Torrados e Sousa;
1303;FELGUEIRAS;130309;Lordelo;Junção;130338;União das freguesias de Unhão e Lordelo;
1303;FELGUEIRAS;130328;Unhão;Junção;130338;União das freguesias de Unhão e Lordelo;
1303;FELGUEIRAS;130303;Borba de Godim;Junção;130339;União das freguesias de Vila Cova da Lixa e Borba de Godim;
1303;FELGUEIRAS;130331;Vila Cova da Lixa;Junção;130339;União das freguesias de Vila Cova da Lixa e Borba de Godim;
1303;FELGUEIRAS;130323;Vizela (São Jorge);Junção;130340;União das freguesias de Vila Fria e Vizela (São Jorge);
1303;FELGUEIRAS;130332;Vila Fria;Junção;130340;União das freguesias de Vila Fria e Vizela (São Jorge);
1303;FELGUEIRAS;130321;Santão;Junção;130341;União das freguesias de Vila Verde e Santão;
1303;FELGUEIRAS;130333;Vila Verde;Junção;130341;União das freguesias de Vila Verde e Santão;
1304;GONDOMAR;130405;Lomba;;130405;Lomba;
1304;GONDOMAR;130408;Rio Tinto;;130408;Rio Tinto;
1304;GONDOMAR;130412;Baguim do Monte (Rio Tinto);;130412;Baguim do Monte (Rio Tinto);
1304;GONDOMAR;130402;Fânzeres;Junção;130413;União das freguesias de Fânzeres e São Pedro da Cova;
1304;GONDOMAR;130410;São Pedro da Cova;Junção;130413;União das freguesias de Fânzeres e São Pedro da Cova;
1304;GONDOMAR;130401;Covelo;Junção;130414;União das freguesias de Foz do Sousa e Covelo;
1304;GONDOMAR;130403;Foz do Sousa;Junção;130414;União das freguesias de Foz do Sousa e Covelo;
1304;GONDOMAR;130404;Jovim;Junção;130415;União das freguesias de Gondomar (São Cosme), Valbom e Jovim;
1304;GONDOMAR;130409;Gondomar (São Cosme);Junção;130415;União das freguesias de Gondomar (São Cosme), Valbom e Jovim;
1304;GONDOMAR;130411;Valbom;Junção;130415;União das freguesias de Gondomar (São Cosme), Valbom e Jovim;
1304;GONDOMAR;130406;Medas;Junção;130416;União das freguesias de Melres e Medas;
1304;GONDOMAR;130407;Melres;Junção;130416;União das freguesias de Melres e Medas;
1305;LOUSADA;130502;Aveleda;;130502;Aveleda;
1305;LOUSADA;130504;Caíde de Rei;;130504;Caíde de Rei;
1305;LOUSADA;130510;Lodares;;130510;Lodares;
1305;LOUSADA;130512;Macieira;;130512;Macieira;
1305;LOUSADA;130513;Meinedo;;130513;Meinedo;
1305;LOUSADA;130515;Nevogilde;;130515;Nevogilde;
1305;LOUSADA;130524;Sousela;;130524;Sousela;
1305;LOUSADA;130525;Torno;;130525;Torno;
1305;LOUSADA;130526;Vilar do Torno e Alentém;;130526;Vilar do Torno e Alentém;
1305;LOUSADA;130506;Cernadelo;Junção;130527;União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);
1305;LOUSADA;130520;Lousada (Santa Margarida);Junção;130527;União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);
1305;LOUSADA;130522;Lousada (São Miguel);Junção;130527;União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);
1305;LOUSADA;130503;Boim;Junção;130528;União das freguesias de Cristelos, Boim e Ordem;
1305;LOUSADA;130508;Cristelos;Junção;130528;União das freguesias de Cristelos, Boim e Ordem;
1305;LOUSADA;130517;Ordem;Junção;130528;União das freguesias de Cristelos, Boim e Ordem;
1305;LOUSADA;130507;Covas;Junção;130529;União das freguesias de Figueiras e Covas;
1305;LOUSADA;130509;Figueiras;Junção;130529;União das freguesias de Figueiras e Covas;
1305;LOUSADA;130511;Lustosa;Junção;130530;União das freguesias de Lustosa e Barrosas (Santo Estêvão);
1305;LOUSADA;130521;Barrosas (Santo Estêvão);Junção;130530;União das freguesias de Lustosa e Barrosas (Santo Estêvão);
1305;LOUSADA;130505;Casais;Junção;130531;União das freguesias de Nespereira e Casais;
1305;LOUSADA;130514;Nespereira;Junção;130531;União das freguesias de Nespereira e Casais;
1305;LOUSADA;130501;Alvarenga;Junção;130532;União das freguesias de Silvares, Pias, Nogueira e Alvarenga;
1305;LOUSADA;130516;Nogueira;Junção;130532;União das freguesias de Silvares, Pias, Nogueira e Alvarenga;
1305;LOUSADA;130518;Pias;Junção;130532;União das freguesias de Silvares, Pias, Nogueira e Alvarenga;
1305;LOUSADA;130523;Silvares;Junção;130532;União das freguesias de Silvares, Pias, Nogueira e Alvarenga;
1306;MAIA;130601;Águas Santas;;130601;Águas Santas;
1306;MAIA;130603;Folgosa;;130603;Folgosa;
1306;MAIA;130608;Milheirós;;130608;Milheirós;
1306;MAIA;130609;Moreira;;130609;Moreira;
1306;MAIA;130613;São Pedro Fins;;130613;São Pedro Fins;
1306;MAIA;130616;Vila Nova da Telha;;130616;Vila Nova da Telha;
1306;MAIA;130617;Pedrouços;;130617;Pedrouços;
1306;MAIA;130602;Barca;Junção;130618;Castêlo da Maia;
1306;MAIA;130604;Gemunde;Junção;130618;Castêlo da Maia;
1306;MAIA;130605;Gondim;Junção;130618;Castêlo da Maia;
1306;MAIA;130611;Avioso (Santa Maria);Junção;130618;Castêlo da Maia;
1306;MAIA;130612;Avioso (São Pedro);Junção;130618;Castêlo da Maia;
1306;MAIA;130606;Gueifães;Junção;130619;Cidade da Maia;
1306;MAIA;130607;Maia;Junção;130619;Cidade da Maia;
1306;MAIA;130615;Vermoim;Junção;130619;Cidade da Maia;
1306;MAIA;130610;Nogueira;Junção;130620;Nogueira e Silva Escura;
1306;MAIA;130614;Silva Escura;Junção;130620;Nogueira e Silva Escura;
1307;MARCO DE CANAVEZES;130704;Banho e Carvalhosa;;130704;Banho e Carvalhosa;
1307;MARCO DE CANAVEZES;130705;Constance;;130705;Constance;
1307;MARCO DE CANAVEZES;130722;Soalhães;;130722;Soalhães;
1307;MARCO DE CANAVEZES;130723;Sobretâmega;;130723;Sobretâmega;
1307;MARCO DE CANAVEZES;130724;Tabuado;;130724;Tabuado;
1307;MARCO DE CANAVEZES;130730;Vila Boa do Bispo;;130730;Vila Boa do Bispo;
1307;MARCO DE CANAVEZES;130701;Alpendurada e Matos;Junção;130732;Alpendorada, Várzea e Torrão;
1307;MARCO DE CANAVEZES;130725;Torrão;Junção;130732;Alpendorada, Várzea e Torrão;
1307;MARCO DE CANAVEZES;130728;Várzea do Douro;Junção;130732;Alpendorada, Várzea e Torrão;
1307;MARCO DE CANAVEZES;130703;Avessadas;Junção;130733;Avessadas e Rosém;
1307;MARCO DE CANAVEZES;130717;Rosem;Junção;130733;Avessadas e Rosém;
1307;MARCO DE CANAVEZES;130702;Ariz;Junção;130734;Bem Viver;
1307;MARCO DE CANAVEZES;130706;Favões;Junção;130734;Bem Viver;
1307;MARCO DE CANAVEZES;130710;Magrelos;Junção;130734;Bem Viver;
1307;MARCO DE CANAVEZES;130719;Santo Isidoro;Junção;130735;Livração;
1307;MARCO DE CANAVEZES;130726;Toutosa;Junção;130735;Livração;
1307;MARCO DE CANAVEZES;130708;Fornos;Junção;130736;Marco;
1307;MARCO DE CANAVEZES;130709;Freixo;Junção;130736;Marco;
1307;MARCO DE CANAVEZES;130716;Rio de Galinhas;Junção;130736;Marco;
1307;MARCO DE CANAVEZES;130721;São Nicolau;Junção;130736;Marco;
1307;MARCO DE CANAVEZES;130727;Tuias;Junção;130736;Marco;
1307;MARCO DE CANAVEZES;130711;Manhuncelos;Junção;130737;Paredes de Viadores e Manhuncelos;
1307;MARCO DE CANAVEZES;130714;Paredes de Viadores;Junção;130737;Paredes de Viadores e Manhuncelos;
1307;MARCO DE CANAVEZES;130713;Paços de Gaiolo;Junção;130738;Penhalonga e Paços de Gaiolo;
1307;MARCO DE CANAVEZES;130715;Penha Longa;Junção;130738;Penhalonga e Paços de Gaiolo;
1307;MARCO DE CANAVEZES;130718;Sande;Junção;130739;Sande e São Lourenço;
1307;MARCO DE CANAVEZES;130720;São Lourenço do Douro;Junção;130739;Sande e São Lourenço;
1307;MARCO DE CANAVEZES;130707;Folhada;Junção;130740;Várzea, Aliviada e Folhada;
1307;MARCO DE CANAVEZES;130729;Várzea da Ovelha e Aliviada;Junção;130740;Várzea, Aliviada e Folhada;
1307;MARCO DE CANAVEZES;130712;Maureles;Junção;130741;Vila Boa de Quires e Maureles;
1307;MARCO DE CANAVEZES;130731;Vila Boa de Quires;Junção;130741;Vila Boa de Quires e Maureles;
1308;MATOSINHOS;130801;Custóias;Junção;130811;União das freguesias de Custóias, Leça do Balio e Guifões;
1308;MATOSINHOS;130802;Guifões;Junção;130811;União das freguesias de Custóias, Leça do Balio e Guifões;
1308;MATOSINHOS;130804;Leça do Balio;Junção;130811;União das freguesias de Custóias, Leça do Balio e Guifões;
1308;MATOSINHOS;130805;Leça da Palmeira;Junção;130812;União das freguesias de Matosinhos e Leça da Palmeira;
1308;MATOSINHOS;130806;Matosinhos;Junção;130812;União das freguesias de Matosinhos e Leça da Palmeira;
1308;MATOSINHOS;130803;Lavra;Junção;130813;União das freguesias de Perafita, Lavra e Santa Cruz do Bispo;
1308;MATOSINHOS;130807;Perafita;Junção;130813;União das freguesias de Perafita, Lavra e Santa Cruz do Bispo;
1308;MATOSINHOS;130808;Santa Cruz do Bispo;Junção;130813;União das freguesias de Perafita, Lavra e Santa Cruz do Bispo;
1308;MATOSINHOS;130809;São Mamede de Infesta;Junção;130814;União das freguesias de São Mamede de Infesta e Senhora da Hora;
1308;MATOSINHOS;130810;Senhora da Hora;Junção;130814;União das freguesias de São Mamede de Infesta e Senhora da Hora;
1309;PACOS DE FERREIRA;130902;Carvalhosa;;130902;Carvalhosa;
1309;PACOS DE FERREIRA;130904;Eiriz;;130904;Eiriz;
1309;PACOS DE FERREIRA;130905;Ferreira;;130905;Ferreira;
1309;PACOS DE FERREIRA;130906;Figueiró;;130906;Figueiró;
1309;PACOS DE FERREIRA;130908;Freamunde;;130908;Freamunde;
1309;PACOS DE FERREIRA;130910;Meixomil;;130910;Meixomil;
1309;PACOS DE FERREIRA;130913;Penamaior;;130913;Penamaior;
1309;PACOS DE FERREIRA;130914;Raimonda;;130914;Raimonda;
1309;PACOS DE FERREIRA;130916;Seroa;;130916;Seroa;
1309;PACOS DE FERREIRA;130901;Arreigada;Junção;130917;Frazão Arreigada;
1309;PACOS DE FERREIRA;130907;Frazão;Junção;130917;Frazão Arreigada;
1309;PACOS DE FERREIRA;130911;Modelos;Junção;130918;Paços de Ferreira;
1309;PACOS DE FERREIRA;130912;Paços de Ferreira;Junção;130918;Paços de Ferreira;
1309;PACOS DE FERREIRA;130903;Codessos;Junção;130919;Sanfins Lamoso Codessos;
1309;PACOS DE FERREIRA;130909;Lamoso;Junção;130919;Sanfins Lamoso Codessos;
1309;PACOS DE FERREIRA;130915;Sanfins de Ferreira;Junção;130919;Sanfins Lamoso Codessos;
1310;PAREDES;131001;Aguiar de Sousa;;131001;Aguiar de Sousa;
1310;PAREDES;131002;Astromil;;131002;Astromil;
1310;PAREDES;131003;Baltar;;131003;Baltar;
1310;PAREDES;131004;Beire;;131004;Beire;
1310;PAREDES;131008;Cete;;131008;Cete;
1310;PAREDES;131009;Cristelo;;131009;Cristelo;
1310;PAREDES;131010;Duas Igrejas;;131010;Duas Igrejas;
1310;PAREDES;131011;Gandra;;131011;Gandra;
1310;PAREDES;131013;Lordelo;;131013;Lordelo;
1310;PAREDES;131014;Louredo;;131014;Louredo;
1310;PAREDES;131017;Parada de Todeia;;131017;Parada de Todeia;
1310;PAREDES;131018;Rebordosa;;131018;Rebordosa;
1310;PAREDES;131019;Recarei;;131019;Recarei;
1310;PAREDES;131020;Sobreira;;131020;Sobreira;
1310;PAREDES;131021;Sobrosa;;131021;Sobrosa;
1310;PAREDES;131022;Vandoma;;131022;Vandoma;
1310;PAREDES;131024;Vilela;;131024;Vilela;
1310;PAREDES;131005;Besteiros;Junção;131025;Paredes;
1310;PAREDES;131006;Bitarães;Junção;131025;Paredes;
1310;PAREDES;131007;Castelões de Cepeda;Junção;131025;Paredes;
1310;PAREDES;131012;Gondalães;Junção;131025;Paredes;
1310;PAREDES;131015;Madalena;Junção;131025;Paredes;
1310;PAREDES;131016;Mouriz;Junção;131025;Paredes;
1310;PAREDES;131023;Vila Cova de Carros;Junção;131025;Paredes;
1311;PENAFIEL;131101;Abragão;;131101;Abragão;
1311;PENAFIEL;131102;Boelhe;;131102;Boelhe;
1311;PENAFIEL;131103;Bustelo;;131103;Bustelo;
1311;PENAFIEL;131104;Cabeça Santa;;131104;Cabeça Santa;
1311;PENAFIEL;131105;Canelas;;131105;Canelas;
1311;PENAFIEL;131106;Capela;;131106;Capela;
1311;PENAFIEL;131107;Castelões;;131107;Castelões;
1311;PENAFIEL;131108;Croca;;131108;Croca;
1311;PENAFIEL;131109;Duas Igrejas;;131109;Duas Igrejas;
1311;PENAFIEL;131110;Eja;;131110;Eja;
1311;PENAFIEL;131112;Fonte Arcada;;131112;Fonte Arcada;
1311;PENAFIEL;131113;Galegos;;131113;Galegos;
1311;PENAFIEL;131115;Irivo;;131115;Irivo;
1311;PENAFIEL;131121;Oldrões;;131121;Oldrões;
1311;PENAFIEL;131122;Paço de Sousa;;131122;Paço de Sousa;
1311;PENAFIEL;131125;Perozelo;;131125;Perozelo;
1311;PENAFIEL;131128;Rans;;131128;Rans;
1311;PENAFIEL;131129;Rio de Moinhos;;131129;Rio de Moinhos;
1311;PENAFIEL;131132;Recezinhos (São Mamede);;131132;Recezinhos (São Mamede);
1311;PENAFIEL;131133;Recezinhos (São Martinho);;131133;Recezinhos (São Martinho);
1311;PENAFIEL;131134;Sebolido;;131134;Sebolido;
1311;PENAFIEL;131136;Valpedre;;131136;Valpedre;
1311;PENAFIEL;131138;Rio Mau;;131138;Rio Mau;
1311;PENAFIEL;131118;Marecos;Junção;131139;Penafiel;
1311;PENAFIEL;131119;Milhundos;Junção;131139;Penafiel;
1311;PENAFIEL;131120;Novelas;Junção;131139;Penafiel;
1311;PENAFIEL;131124;Penafiel;Junção;131139;Penafiel;
1311;PENAFIEL;131130;Santa Marta;Junção;131139;Penafiel;
1311;PENAFIEL;131131;Santiago de Subarrifana;Junção;131139;Penafiel;
1311;PENAFIEL;131117;Luzim;Junção;131140;Luzim e Vila Cova;
1311;PENAFIEL;131137;Vila Cova;Junção;131140;Luzim e Vila Cova;
1311;PENAFIEL;131114;Guilhufe;Junção;131141;Guilhufe e Urrô;
1311;PENAFIEL;131135;Urrô;Junção;131141;Guilhufe e Urrô;
1311;PENAFIEL;131111;Figueira;Junção;131142;Lagares e Figueira;
1311;PENAFIEL;131116;Lagares;Junção;131142;Lagares e Figueira;
1311;PENAFIEL;131123;Paredes;Junção;131143;Termas de São Vicente;
1311;PENAFIEL;131126;Pinheiro;Junção;131143;Termas de São Vicente;
1311;PENAFIEL;131127;Portela;Junção;131143;Termas de São Vicente;
1312;PORTO;131202;Bonfim;;131202;Bonfim;
1312;PORTO;131203;Campanhã;;131203;Campanhã;
1312;PORTO;131210;Paranhos;;131210;Paranhos;
1312;PORTO;131211;Ramalde;;131211;Ramalde;
1312;PORTO;131201;Aldoar;Junção;131216;União das freguesias de Aldoar, Foz do Douro e Nevogilde;
1312;PORTO;131205;Foz do Douro;Junção;131216;União das freguesias de Aldoar, Foz do Douro e Nevogilde;
1312;PORTO;131209;Nevogilde;Junção;131216;União das freguesias de Aldoar, Foz do Douro e Nevogilde;
1312;PORTO;131204;Cedofeita;Junção;131217;União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória;
1312;PORTO;131208;Miragaia;Junção;131217;União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória;
1312;PORTO;131212;Santo Ildefonso;Junção;131217;União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória;
1312;PORTO;131213;São Nicolau;Junção;131217;União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória;
1312;PORTO;131214;Sé;Junção;131217;União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória;
1312;PORTO;131215;Vitória;Junção;131217;União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória;
1312;PORTO;131206;Lordelo do Ouro;Junção;131218;União das freguesias de Lordelo do Ouro e Massarelos;
1312;PORTO;131207;Massarelos;Junção;131218;União das freguesias de Lordelo do Ouro e Massarelos;
